confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
1452	1	1	1	1	0.09903828143865341	0.09903828143865341	-239.78256403395494	N/A	26.161926000700962	C19H26O5	[M + H3N + H]+	CWTWXTOOFGPUDG	InChI=1S/C19H26O5/c1-15(2)7-5-8-18(13-20)9-6-10-19(14-24-17(4)22)11-12-23-16(3)21/h7,9,11-14H,5-6,8,10H2,1-4H3	2-[2-(acetyloxy)ethenyl]-6-(4-methylpent-3-en-1-yl)-7-oxohepta-1,5-dien-1-yl acetate	CC(=CCCC(=CCCC(=COC(=O)C)C=COC(=O)C)C=O)C	3.6	9997006;85087289	SUPERNATURAL:(SN0057712);COCONUT:(CNP0385308);PUBCHEM:(9997006 85087289);TeroMol:(TKC034728)	11534338	352.21206	222.4925	1582_mzmine_results_sirius_6266	6266
1453	1	1	1	1	0.09899719049943734	0.09899719049943734	-120.03277367722312	N/A	14.179596096100115	C21H28O	[M + H3N + H]+	QLEXUFWJSPRFOP	InChI=1S/C21H28O/c1-16(19-10-8-18(9-11-19)13-15-22)7-12-20-17(2)6-5-14-21(20,3)4/h7-8,10,12-13,15H,5-6,9,11,14H2,1-4H3	2-[4-[4-(2,6,6-Trimethylcyclohexen-1-yl)but-3-en-2-ylidene]cyclohex-2-en-1-ylidene]acetaldehyde	CC1=C(C(CCC1)(C)C)C=CC(=C2CCC(=CC=O)C=C2)C	4.9	6509857;20839130;6438558;54233936	PUBCHEMANNOTATIONBIO;MESH:(6438558);PUBCHEM:(6509857 20839130 6438558 54233936);PUBMED	16777286	314.24795	289.70953125000005	1792_mzmine_results_sirius_6705	6705
1454	1	1	1	1	0.09898264623022057	0.09898264623022057	-391.20471218453554	N/A	70.3466658761072	C13H16BN3O2	[M + H]+	WBYXGJZNQYKLBK	InChI=1S/C13H16BN3O2/c14-16-8-1-7-15-12-6-9-17(13(12)19)10-2-4-11(18)5-3-10/h1-5,7,12,15-16,18H,6,8-9H2	null	[B]NCC=CNC1CCN(C1=O)C2=CC=C(C=C2)O	0.0	153623143	PUBCHEM:(153623143)	2	257.1447	80.66482826113702	754_mzmine_results_sirius_3405	3405
1455	1	1	1	1	0.0988491839259238	0.0988491839259238	-73.68975003997248	N/A	7.682993556122597	C8H9NOS	[M + Na]+	YBQXLFFNAUDIFG	InChI=1S/C8H9NOS/c1-2-7-6-11-8(9-7)4-3-5-10/h6,10H,2,5H2,1H3	3-(4-Ethyl-1,3-thiazol-2-yl)prop-2-yn-1-ol	CCC1=CSC(=N1)C#CCO	1.3	152492014	PUBCHEM:(152492014)	2	190.03041	190.88473388671878	1448_mzmine_results_sirius_5993	5993
1456	1	1	1	1	0.09874780084683808	0.10730218060606746	-431.48398555699583	N/A	30.349551493659426	C21H41N5O7	[M + H]+	CIDUJQMULVCIBT	InChI=1S/C21H41N5O7/c1-4-26-13-7-12(24)16(32-19-11(23)6-5-10(8-22)31-19)14(27)17(13)33-20-15(28)18(25-3)21(2,29)9-30-20/h5,11-20,25-29H,4,6-9,22-24H2,1-3H3	2-[(4-amino-3-{[3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-6-(ethylamino)-2-hydroxycyclohexyl)oxy]-5-methyl-4-(methylamino)oxane-3,5-diol	CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N	-4.2	95372131;124761984;124761985;124761986;124761987;124761988;124761989;124939004;124939005;51546391;6604416;16394581;51340719;112547090;95796311;95796312;95796313;96367444;162882618;162882619;136205560;97354629;94865138;94865139;94865140;94865141;92132517;98656508;10480069;129009863;122581194;90658113;131632438;131664948;132062458;13958226;45006128;98047976;4460;41859;441306;93961649;93961650;93961651;122130806	PUBCHEMANNOTATIONBIO;BloodExposome:(13958226 441306);PUBCHEMANNOTATIONSAFETYANDTOXIC;HSDB:(56391-56-1);SUPERNATURAL:(SN0046367);MESH:(441306);PUBCHEM:(95372131 124761984 124761985 124761986 124761987 124761988 124761989 124939004 124939005 51546391 6604416 16394581 51340719 112547090 95796311 95796312 95796313 96367444 162882618 162882619 136205560 97354629 94865138 94865139 94865140 94865141 92132517 98656508 10480069 129009863 122581194 90658113 131632438 131664948 132062458 13958226 45006128 98047976 4460 41859 441306 93961649 93961650 93961651 122130806);NORMAN:(NS00004708);COCONUT:(CNP0148603);METACYC:(CPD-15232);KEGG:(C07657);DSSTox:(DTXSID1048542);PUBCHEMANNOTATIONDRUG;PUBMED	137563999046	476.30656	91.60445312499999	854_mzmine_results_sirius_3900	3900
1457	1	1	1	1	0.09824765024606168	0.16277450929354667	-175.85159957084295	N/A	44.6220917666347	C9H15NO3	[M + H3N + H]+	ROXXNENGCGLRSW	InChI=1S/C9H15NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h7H,1-6H2,(H,10,13)(H,11,12)	2-(cyclohexylformamido)acetic acid	C1CCC(CC1)C(=O)NCC(=O)O	1.2	4649663;147412	COCONUT:(CNP0343707);BloodExposome:(147412);CHEBI:(141364);SUPERNATURAL:(SN0331302);MESH:(147412);PUBCHEM:(4649663 147412);DSSTox:(DTXSID80186093);PUBMED	137446293606	203.13925	48.01174648284912	340_mzmine_results_sirius_1709	1709
1458	1	1	1	1	0.09799269595697373	0.09799269595697373	-265.05805908918154	N/A	72.28401536475539	C17H32N2O3	[M + H]+	HXBMQUSMYFNYDT	InChI=1S/C17H32N2O3/c1-11(2)10-12-13(20)18(9)14(16(3,4)5)19(12)15(21)22-17(6,7)8/h11-12,14H,10H2,1-9H3	2-t-Butyl-5-isobutyl-3-methyl-4-oxoimidazolidine-1-carboxylic acid, t-butyl ester	CC(C)CC1C(=O)N(C(N1C(=O)OC(C)(C)C)C(C)(C)C)C	4.0	546650;129385199	PUBCHEM:(546650 129385199);CHEBI:(189350)	34	313.2485	177.3014599609375	1398_mzmine_results_sirius_5875	5875
1459	1	1	1	1	0.09788379654656446	0.09788379654656446	-331.83536368873393	N/A	24.139804966507636	C11H23NO6	[M + H]+	BRWJJCMXKXHBHJ	InChI=1S/C11H23NO6/c1-4-6(2)12(3)11(18)10(17)9(16)8(15)7(14)5-13/h6-10,13-17H,4-5H2,1-3H3	N-sec-Butyl-N-methyl-D-gluconamide	CCC(C)N(C)C(=O)C(C(C(C(CO)O)O)O)O	-2.1	74935191;44152610	NORMAN:(NS00063891);PUBCHEM:(74935191 44152610);DSSTox:(DTXSID601269382)	137439215618	266.15824	71.16499999999999	631_mzmine_results_sirius_2896	2896
1460	1	1	1	1	0.09779806910265015	0.09779806910265015	-263.6578391484968	N/A	54.81167682044523	C10H16N2O4	[M + H]+	BGRWYDHXPHLNKA	InChI=1S/C10H16N2O4/c1-7(13)11(8(2)14)5-6-12(9(3)15)10(4)16/h5-6H2,1-4H3	N-acetyl-N-[2-(N-acetylacetamido)ethyl]acetamide	CC(=O)N(CCN(C(=O)C)C(=O)C)C(=O)C	-1.2	66347	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0040573);BloodExposome:(66347);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0025042);MESH:(66347);PUBCHEM:(66347);FooDB:(FDB020351);NORMAN:(NS00001246);COCONUT:(CNP0002472);CHEBI:(166456);DSSTox:(DTXSID5040752);PUBCHEMANNOTATIONDRUG;PUBMED;PUBCHEMANNOTATIONFOOD	138235084910	229.11846	22.8525	53_mzmine_results_sirius_255	255
1461	1	1	1	1	0.09764166992006068	0.09764166992006068	-157.08793893746628	N/A	85.3116661794028	C13H20O4	[M + H]+	LYUUVYQGUMRKOV	InChI=1S/C13H20O4/c1-5-9-13(10-6-2,11(14)16-7-3)12(15)17-8-4/h5-6H,1-2,7-10H2,3-4H3		CCOC(=O)C(CC=C)(CC=C)C(=O)OCC	2.9	101524920;101524921;76664	NORMAN:(NS00005030);COCONUT:(CNP0455992);PUBCHEMANNOTATIONSAFETYANDTOXIC;CHEBI:(188661);SUPERNATURAL:(SN0219104);MESH:(76664);PUBCHEM:(101524920 101524921 76664);DSSTox:(DTXSID00185785);PUBMED	137509470310	241.14345	224.32311622619628	1592_mzmine_results_sirius_6283	6283
1462	1	1	1	1	0.09745899458779524	0.09745899458779524	-636.8501652866531	N/A	14.376916238519726	C43H56O5	[M + H3N + H]+	HCSFRBRVRMVEBY	InChI=1S/C43H56O5/c1-27(2)9-8-10-28(3)29-13-18-37-36-16-14-30-23-32(19-22-43(30,5)38(36)20-21-42(37,4)25-29)47-40(44)26-46-31-15-17-34-33-11-6-7-12-35(33)41(45)48-39(34)24-31/h6-7,11-12,14-15,17,24,27-29,32,36-38H,8-10,13,16,18-23,25-26H2,1-5H3	4a,6a-dimethyl-8-(6-methylheptan-2-yl)-1,2,3,4,4a,4b,5,6,6a,7,8,9,10,10a,10b,11-hexadecahydrochrysen-2-yl 2-({6-oxo-6H-benzo[c]chromen-3-yl}oxy)acetate	CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C3CCC2(C1)C)C)OC(=O)COC5=CC6=C(C=C5)C7=CC=CC=C7C(=O)O6	12.5	95369572;95369573;95369574;95369575;124870561;124870562;16395595;162866606;162866607;162866608;162866609;100845516;3271034;98367494;98367495;98367496;98367497	SUPERNATURAL:(SN0122034);COCONUT:(CNP0130214);PUBCHEM:(95369572 95369573 95369574 95369575 124870561 124870562 16395595 162866606 162866607 162866608 162866609 100845516 3271034 98367494 98367495 98367496 98367497)	3145730	670.44676	447.12	2111_mzmine_results_sirius_7380	7380
1463	1	1	1	1	0.09728425351810027	0.09728425351810027	-71.02511271434966	N/A	10.92830247872099	C20H43N	[M + H]+	RCIGOSUMVYRJEC	InChI=1S/C20H43N/c1-4-7-10-12-14-16-19-21(18-9-6-3)20-17-15-13-11-8-5-2/h4-20H2,1-3H3	N-Butyldioctylamine	CCCCCCCCN(CCCC)CCCCCCCC	8.3	154368975;85209	NORMAN:(NS00025196);PUBCHEM:(154368975 85209);DSSTox:(DTXSID60166691)	137439215618	298.34701	289.53	1789_mzmine_results_sirius_6701	6701
1464	1	1	1	1	0.0970393902478998	0.0970393902478998	-90.79814723023075	N/A	84.13043547631563	C11H16O2	[M + H]+	JMDVHIAPNBFHIR	InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h4-9H,3,10H2,1-2H3	methyl deca-3,5,7-trienoate	CCC=CC=CC=CCC(=O)OC	2.8	129725847	SUPERNATURAL:(SN0169204);COCONUT:(CNP0205483);PUBCHEM:(129725847);LOTUS:(Q105131295 Q105131291 Q105131293 Q105131292)	271581186	181.1226	220.75	1588_mzmine_results_sirius_6277	6277
1465	1	1	1	1	0.09691513178242205	0.09691513178242205	-54.01120100002978	N/A	79.81677271257789	C8H14O2	[M + H3N + H]+	FYZUENZXIZCLAZ	InChI=1S/C8H14O2/c1-3-4-5-6-7(2)8(9)10/h6H,3-5H2,1-2H3,(H,9,10)	cis-2-Methylheptenoic acid	CCCCC=C(C)C(=O)O	2.5	17873149;21867896;53411096;53411097;5282651;23561691	BloodExposome:(53411097);CHEBI:(180318);LIPIDMAPS:(LMFA01020102);PUBCHEM:(17873149 21867896 53411096 53411097 5282651 23561691);DSSTox:(DTXSID80696440);PUBMED	139590631522	160.13339	94.60640625	892_mzmine_results_sirius_4063	4063
1466	1	1	1	1	0.09613602541278433	0.09613602541278433	-328.1514818470273	N/A	51.399535422469896	C15H20N4O4	[M + H]+	GBLUNLGZIDHHSV	InChI=1S/C15H20N4O4/c1-5-22-14(20)12-7-10(3)18(16-12)9-19-11(4)8-13(17-19)15(21)23-6-2/h7-8H,5-6,9H2,1-4H3	ethyl 1-{[3-(ethoxycarbonyl)-5-methyl-1H-pyrazol-1-yl]methyl}-5-methyl-1H-pyrazole-3-carboxylate	CCOC(=O)C1=NN(C(=C1)C)CN2C(=CC(=N2)C(=O)OCC)C	2.3	2755338	COCONUT:(CNP0080143);PUBCHEM:(2755338)	2097154	321.15565	141.0756982421875	1226_mzmine_results_sirius_5507	5507
1467	1	1	1	1	0.09601630327779163	0.09601630327779163	-286.2319217348289	N/A	36.99675461305959	C11H23NO2Si	[M + H]+	UFGQXVHIEFWVPI	InChI=1S/C11H23NO2Si/c1-8-7-12(9(8)10(13)14)15(5,6)11(2,3)4/h8-9H,7H2,1-6H3,(H,13,14)	(2S,3S)-1-[tert-butyl(dimethyl)silyl]-3-methylazetidine-2-carboxylic acid	CC1CN(C1C(=O)O)[Si](C)(C)C(C)(C)C	2.5581026	68116064;70459472	PUBCHEM:(68116064 70459472)	2	230.15742	55.6325	441_mzmine_results_sirius_2077	2077
1468	1	1	1	1	0.09565358485623943	0.09565358485623943	-493.2618332723394	N/A	26.58074494622861	C20H33NO7	[M + H]+	ACZWIDANLCXHBM	InChI=1S/C20H33NO7/c1-27-10-11-28-13-15(18(24)25)12-20(8-2-3-9-20)19(26)21-16-6-4-14(5-7-16)17(22)23/h14-16H,2-13H2,1H3,(H,21,26)(H,22,23)(H,24,25)	4-((2-Carboxy-3-(2-methoxyethoxy)propyl)-1-cyclopentanecarbonylamino)-1-cyclohexanecarboxylic acid	COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)O	1.3	101598314;123697;443380	NORMAN:(NS00073709);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0249582);BloodExposome:(443380 123697);CHEBI:(3354);MESH:(123697 443380);KEGG:(C11721);PUBCHEM:(101598314 123697 443380);DSSTox:(DTXSID001014436 DTXSID80924634);PUBCHEMANNOTATIONDRUG;PUBMED	137493741934	400.23644	367.9175	2005_mzmine_results_sirius_7221	7221
1469	1	1	1	1	0.0956040141668968	0.0956040141668968	-145.891853904709	N/A	38.791357688834786	C10H7N3O4	[M + H3N + H]+	BUQOMEXWMPHRPO	InChI=1S/C10H7N3O4/c14-10(12-8-3-1-2-6-11-8)7-4-5-9(17-7)13(15)16/h1-6H,(H,11,12,14)	5-nitro-N-(2-pyridyl)furan-2-carboxamide	C1=CC=NC(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-]	1.6	844036	PUBCHEM:(844036);METACYC:(SMA-0000140);PUBMED	2114	251.07723	44.14875	292_mzmine_results_sirius_1456	1456
1470	1	1	1	1	0.0955813481277779	0.0955813481277779	-528.693109936814	N/A	36.43931052033403	C18H24N2O5	[M + H3N + H]+	PUJJFYRIUAKNBK	InChI=1S/C18H24N2O5/c1-13(21)20-16(12-14-7-9-15(25-2)10-8-14)18(24)19-11-5-3-4-6-17(22)23/h7-10,12H,3-6,11H2,1-2H3,(H,19,24)(H,20,21)(H,22,23)	6-[2-acetamido-3-(4-methoxyphenyl)prop-2-enamido]hexanoic acid	CC(=O)NC(=CC1=CC=C(C=C1)OC)C(=O)NCCCCCC(=O)O	1.6	7037175;6449058;5862673;3075197	SUPERNATURAL:(SN0295436);COCONUT:(CNP0323497);PUBCHEM:(7037175 6449058 5862673 3075197);PUBCHEMANNOTATIONSAFETYANDTOXIC	70254594	366.20244	71.11000000000001	639_mzmine_results_sirius_2934	2934
1471	1	1	1	1	0.09511711933455716	0.09511711933455716	-204.89461835109225	N/A	23.432775924226846	C23H20N2O6S2	[M + H]+	OHQWLPXJPOFGMX	InChI=1S/C23H20N2O6S2/c26-23(31-17-8-2-1-3-9-17)19-10-4-5-11-21(19)32-22-13-12-18(16-20(22)25(27)28)33(29,30)24-14-6-7-15-24/h1-5,8-13,16H,6-7,14-15H2	Phenyl 2-(2-nitro-4-pyrrolidin-1-ylsulfonylphenyl)sulfanylbenzoate	C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)SC3=CC=CC=C3C(=O)OC4=CC=CC=C4)[N+](=O)[O-]	4.9	16248499	PUBCHEM:(16248499)	2	485.08458	167.7825	1334_mzmine_results_sirius_5732	5732
1472	1	1	1	1	0.09506810296405675	0.09506810296405675	-324.4045477276979	N/A	57.24715871343431	C17H19NO5	[M + H3N + H]+	ZRDDDACGJBIKQG	InChI=1S/C17H19NO5/c1-2-21-17(20)18-11-12-22-14-7-9-16(10-8-14)23-15-5-3-13(19)4-6-15/h3-10,19H,2,11-12H2,1H3,(H,18,20)	Ethyl-[2-[p-(p-hydroxyphenoxy)phenoxy]ethyl]-carbamate	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)O	3.0827994	129829018	NORMAN:(NS00067369);PUBCHEM:(129829018);DSSTox:(DTXSID701028692);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEMANNOTATIONDRUG	137539878914	335.15973	76.86984375	703_mzmine_results_sirius_3216	3216
1473	1	1	1	1	0.09500916463989531	0.09500916463989531	-205.06881163411987	N/A	31.969974960668814	C10H15NO3	[M + H3N + H]+	LUVNJWWJHUVSRE	InChI=1S/C10H15NO3/c1-2-3-4-5-6-9(8-12)11-7-10(13)14/h4-5,8H,2-3,6-7H2,1H3,(H,13,14)	1,4-Octadienoylglycine	CCCC=CCC(=NCC(=O)O)C=O	1.4	137220389	PUBCHEM:(137220389);HMDB:(HMDB0094782);CHEBI:(193799)	42	215.13926	44.88	328_mzmine_results_sirius_1648	1648
1474	1	1	1	1	0.09487724841774256	0.09487724841774256	-523.4581013300128	N/A	42.839691520157274	C30H51NO4S	[M + H]+	OUABKDNSPITOPJ	InChI=1S/C30H51NO4S/c1-19(5-10-27(33)31-21(13-16-36-4)18-28(34)35)24-8-9-25-23-7-6-20-17-22(32)11-14-29(20,2)26(23)12-15-30(24,25)3/h19-26,32H,5-18H2,1-4H3,(H,31,33)(H,34,35)	(3R)-3-[[(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]-5-methylsulfanylpentanoic acid	CC(CCC(=O)NC(CCSC)CC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	6.6	137640640	PUBCHEM:(137640640);PUBMED	66	522.3644	332.105	1919_mzmine_results_sirius_7038	7038
1475	1	1	1	1	0.09468591685670891	0.09455859113461833	-125.06406505979146	N/A	13.751155284027714	C5H10FNO	[M + H]+	PTADWVWHEAQYBB	InChI=1S/C5H10FNO/c6-5(4-7)2-1-3-8/h2,8H,1,3-4,7H2	(Z)-5-amino-4-fluoropent-3-en-1-ol	C(CO)C=C(CN)F	-0.7	130828984;153736740	PUBCHEM:(130828984 153736740)	2	120.08038	91.6378125	861_mzmine_results_sirius_3923	3923
1476	1	1	1	1	0.09460179214387576	0.09460179214387576	-400.7446537126511	N/A	79.51594379003528	C26H34O6	[M + H3N + H]+	IZTJBVAWMMAQOE	InChI=1S/C26H34O6/c1-17-8-7-15-26(5,6)24(31-20(4)28)16-18(2)23(14-9-17)32-25(29)21-10-12-22(13-11-21)30-19(3)27/h9-13,16,23-24H,7-8,14-15H2,1-6H3	[(2E,4R,9E)-4-acetoxy-2,5,5,9-tetramethyl-cycloundeca-2,9-dien-1-yl] 4-acetoxybenzoate	CC1=CCC(C(=CC(C(CCC1)(C)C)OC(=O)C)C)OC(=O)C2=CC=C(C=C2)OC(=O)C	5.0	23266134;57340574	PUBCHEMANNOTATIONBIO;PUBCHEM:(23266134 57340574);TeroMol:(TKC079551);PUBMED	25165890	460.26913	240.6818359375	1662_mzmine_results_sirius_6444	6444
1477	1	1	1	1	0.09444454575238512	0.09444454575238512	-230.2363907073485	N/A	79.46544296838148	C9H15NO4	[M + H3N + H]+	DSKCOVBHIFAJRI	InChI=1S/C9H15NO4/c1-8(2,3)14-7(13)10-9(4-5-9)6(11)12/h4-5H2,1-3H3,(H,10,13)(H,11,12)	1-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylic acid	CC(C)(C)OC(=O)NC1(CC1)C(=O)O	0.9	163530289;25272409;688396	COCONUT:(CNP0122009);PUBCHEM:(163530289 25272409 688396);DSSTox:(DTXSID80350893);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	137508159554	219.13416	42.59866275191307	266_mzmine_results_sirius_1343	1343
1478	1	1	1	1	0.09425208862802421	0.09425208862802421	-237.682533823265	N/A	42.00201354721036	C7H15ClN2O3	[M + Na]+	MNTHVZXUFHVJRD	InChI=1S/C7H15ClN2O3/c1-10-6(8)4(3-11)5(9)7(12)13-2/h4-6,10-11H,3,9H2,1-2H3	Methyl 2-amino-4-chloro-3-(hydroxymethyl)-4-(methylamino)butanoate	CNC(C(CO)C(C(=O)OC)N)Cl	-0.9	88884745	PUBCHEM:(88884745)	2	233.06795	51.102265625	382_mzmine_results_sirius_1845	1845
1479	1	1	1	1	0.093860869632138	0.093860869632138	-316.5308679670366	N/A	29.98533991891556	C19H25N3O3	[M + H]+	XZOIFRUTBJQRTL	InChI=1S/C19H25N3O3/c23-18(15-4-2-1-3-5-15)20-8-16-9-24-7-6-22(16)19(12-20)13-21(14-19)17-10-25-11-17/h1-5,16-17H,6-14H2	8'-benzoyl-1-(oxetan-3-yl)-hexahydro-1'H-spiro[azetidine-3,6'-pyrazino[2,1-c][1,4]oxazine]	C1COCC2N1C3(CN(C2)C(=O)C4=CC=CC=C4)CN(C3)C5COC5	0.3	129602534;162887083	SUPERNATURAL:(SN0444302);COCONUT:(CNP0153679);PUBCHEM:(129602534 162887083)	3145730	344.19743	106.195	990_mzmine_results_sirius_4559	4559
1480	1	1	1	1	0.09364759527668744	0.09364759527668744	-332.68741326181845	N/A	47.78424997652254	C28H38N8O3	[M + H]+	WKIBCKXLLYIHTH	InChI=1S/C28H38N8O3/c1-28(2,3)39-27(38)36(5)18-24(37)31-14-8-6-7-9-19-17-32-26(35-25(19)33-21-10-11-21)34-22-12-13-23(30-4)20(15-22)16-29/h12-13,15-17,21,29-30H,6,8,10-11,14,18H2,1-5H3,(H,31,37)(H2,32,33,34,35)	tert-butyl N-[2-[5-[4-(cyclopropylamino)-2-[3-methanimidoyl-4-(methylamino)anilino]pyrimidin-5-yl]pent-4-ynylamino]-2-oxoethyl]-N-methylcarbamate	CC(C)(C)OC(=O)N(C)CC(=O)NCCCC#CC1=CN=C(N=C1NC2CC2)NC3=CC(=C(C=C3)NC)C=N	3.7	132197837	PUBCHEM:(132197837)	2	535.31404	107.01671875	996_mzmine_results_sirius_4578	4578
1481	1	1	1	1	0.09349846665373657	0.17500653509319739	-135.37016471126583	N/A	28.88632056792182	C16H18O2	[M + H3N + H]+	XLJZQTJROGTDLX	InChI=1S/C16H18O2/c1-11(2)5-7-13-9-15(17)10-14(16(13)18)8-6-12(3)4/h6,9-10,17-18H,1,8H2,2-4H3	Pestalodiol	CC(=CCC1=C(C(=CC(=C1)O)C#CC(=C)C)O)C	4.9	154573710	PUBCHEM:(154573710);TeroMol:(TKC122078);CHEBI:(156305);PUBCHEMANNOTATIONDRUG	41943074	260.16493	210.50736498870555	1534_mzmine_results_sirius_6158	6158
1482	1	1	1	1	0.09335152115253842	0.09335152115253842	-342.26627913381395	N/A	70.781733053947	C17H28N2O4	[M + H3N + H]+	OFUCNNIYAXLWGC	InChI=1S/C17H28N2O4/c20-16(21)11-14-4-6-19(17(22)13-1-2-13)12-15(14)3-5-18-7-9-23-10-8-18/h13-15H,1-12H2,(H,20,21)		C1CC1C(=O)N2CCC(C(C2)CCN3CCOCC3)CC(=O)O	-1.9	28959846;74576891	SUPERNATURAL:(SN0264255);COCONUT:(CNP0459949);PUBCHEM:(28959846 74576891)	3145730	342.23916	100.1110883129511	929_mzmine_results_sirius_4257	4257
1483	1	1	1	1	0.0933503868476855	0.0933503868476855	-472.09546855080976	N/A	81.93414086611412	C27H30N2O9	[M + H]+	QLNAYPDWIWUVHP	InChI=1S/C27H30N2O9/c1-16-23(26(32)36-3)25(19-5-4-6-20(13-19)29(34)35)24(17(2)28-16)27(33)37-12-11-18-7-9-22(10-8-18)38-15-21(31)14-30/h4-10,13,21,25,28,30-31H,11-12,14-15H2,1-3H3	2-(4-(2,3-Dihydroxypropoxy)phenyl)ethyl methyl 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid	CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)OCC(CO)O)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC	3.9224572	128487	PUBCHEMANNOTATIONBIO;BloodExposome:(128487);MESH:(128487);PUBCHEM:(128487);DSSTox:(DTXSID60908775);PUBMED	137459925062	527.19893	37.835625	216_mzmine_results_sirius_1079	1079
1484	1	1	1	1	0.09305084162501452	0.09305084162501452	-210.74511495627462	N/A	14.62206849188935	C11H15F3N2O2	[M + H]+	INHISJWXPXONEC	InChI=1S/C11H15F3N2O2/c12-11(13,14)10(18)15-5-3-9(4-6-15)16(7-17)8-1-2-8/h7-9H,1-6H2	N-cyclopropyl-N-[1-(2,2,2-trifluoroacetyl)piperidin-4-yl]formamide	C1CC1N(C=O)C2CCN(CC2)C(=O)C(F)(F)F	1.5	146431367	PUBCHEM:(146431367)	2	265.11589	68.73875000000001	596_mzmine_results_sirius_2787	2787
1485	1	1	1	1	0.09291345948904083	0.09291345948904083	-180.40656960256018	N/A	27.286632574567378	C11H23NO2Si	[M + H]+	HAJMXZKQLAIXGL	InChI=1S/C11H23NO2Si/c1-9-5-11(10(13)14,7-12-6-9)8-15(2,3)4/h9,12H,5-8H2,1-4H3,(H,13,14)	5-Methyl-3-(trimethylsilylmethyl)piperidine-3-carboxylic acid	CC1CC(CNC1)(C[Si](C)(C)C)C(=O)O	2.2143333	130804372	PUBCHEM:(130804372)	2	230.15845	73.44	661_mzmine_results_sirius_3032	3032
1486	1	1	1	1	0.0928194568652663	0.2557572632284163	-24.979950801600104	N/A	36.15528162896218	C8H6	[M + H3N + H]+	ZZWABYQKBLDNHJ	InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h2-7H	Benzylidenecarbene	[C]=CC1=CC=CC=C1	2.465531	100930433	MESH:(100930433);PUBCHEM:(100930433);PUBMED	70	120.08114	54.54	428_mzmine_results_sirius_2034	2034
1487	1	1	1	1	0.09241641080981353	0.09241641080981353	-74.04821514681164	N/A	45.29121549310119	C8H6O	[M + H3N + H]+	XOGFXHMYHKGOGP	InChI=1S/C8H6O/c9-8-5-6-3-1-2-4-7(6)8/h1-4H,5H2	bicyclo[4.2.0]octa-1,3,5-trien-7-one	C1C2=CC=CC=C2C1=O	1.1	101131792;137953	COCONUT:(CNP0099578);PUBCHEM:(101131792 137953);DSSTox:(DTXSID90188240);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	137508159554	136.07563	24.196036453247068	66_mzmine_results_sirius_320	320
1488	1	1	1	1	0.092362053156011	0.092362053156011	-196.66713652037217	N/A	26.32292196377726	C17H10O2	[M + H3N + H]+	CMGHSVGJLXOGMT	InChI=1S/C17H10O2/c18-15-9-14-16(11-6-2-1-5-10(11)15)12-7-3-4-8-13(12)17(14)19/h1-9,18H	5-hydroxy-7H-benzo[c]fluoren-7-one	C1=CC=C2C(=C1)C(=CC3=C2C4=CC=CC=C4C3=O)O	4.0	127580	COCONUT:(CNP0371400);SUPERNATURAL:(SN0049635);MESH:(127580);PUBCHEM:(127580);DSSTox:(DTXSID30228917);PUBMED	137442099270	264.10207	154.63674403480954	1282_mzmine_results_sirius_5626	5626
